Fiscal Year,NAICS,Employer,sum(Initial Approvals),sum(Initial Denials),ApprovalRate
2013,61,ebs healthcare,19,1,0.95
2016,54,innovative intelligent,19,3,0.8636363636363636
2012,54,cdi,19,1,0.95
2013,54,mouri,19,0,1.0
2018,52,aqr capital management,19,2,0.9047619047619048
2015,33,schneider electric,19,1,0.95
2016,54,black  veatch,19,0,1.0
2018,62,univ of pittsburgh physicians,19,1,0.95
2017,51,baidu,19,0,1.0
2014,54,trianz,19,0,1.0
2013,54,mobilenet,19,0,1.0
2015,54,sunsoft,19,2,0.9047619047619048
2019,56,integrated,19,3,0.8636363636363636
2018,51,splunk,19,1,0.95
2016,81,bill  melinda gates foundation,19,0,1.0
2018,33,dehi powertrain  gen,19,0,1.0
2012,33,hitachi  storage nologie,19,0,1.0
2016,54,aujas  pvt,19,1,0.95
2014,54,applied thought auditors  consult,19,4,0.8260869565217391
2019,54,validation,19,1,0.95
2013,54,sai,19,0,1.0
2017,54,nam,19,4,0.8260869565217391
2017,54,danlaw,19,0,1.0
2016,33,microchip,19,0,1.0
2017,61,wayne state,19,0,1.0
2014,51,amazon,19,0,1.0
2019,61,of louisville,19,0,1.0
2015,52,aetna life insurance,19,0,1.0
2017,42,samsung electronics,19,0,1.0
2014,54,saicon consultants,19,1,0.95
2016,52,bank of the west,19,2,0.9047619047619048
2017,54,successfactors,19,1,0.95
2018,54,persistent,19,23,0.4523809523809524
2012,52,citi credit,19,0,1.0
2018,54,msx   dba msx internati,19,0,1.0
2019,52,the vanguard,19,1,0.95
2017,56,mgt health syss  dba medpro,19,5,0.7916666666666666
2013,54,mavrickware  telecom  in,19,0,1.0
2017,54,c2s,19,0,1.0
2016,52,metlife,19,0,1.0
2015,52,capital one  ii,19,0,1.0
2018,54,a venterprise,19,7,0.7307692307692307
2019,54,xpo logistics supply chain ora,19,0,1.0
2015,51,ye,19,0,1.0
2015,45,wayfair,19,0,1.0
2015,54,wsp,19,0,1.0
2016,54,cwc,19,2,0.9047619047619048
2018,54,comprehensive,19,2,0.9047619047619048
2019,54,maveric testing,19,18,0.5135135135135135
2015,54,analysis,19,0,1.0
2014,54,einfochips,19,0,1.0
2014,33,arm,19,1,0.95
2014,54,glove,19,0,1.0
2017,33,mcafee,19,0,1.0
2012,61,of wyoming,19,1,0.95
2018,54,samsung research,19,1,0.95
2012,54,aspire,19,0,1.0
2014,62,st luke s roosevelt hosp center,19,0,1.0
2017,54,hanuware,19,0,1.0
2014,56,rcm,19,0,1.0
2015,52,barclays capital,19,0,1.0
2014,54,sbp,19,0,1.0
2019,54,huron,19,4,0.8260869565217391
2018,62,william beaumont hosp,19,0,1.0
2014,54,next generation,19,2,0.9047619047619048
2012,52,de shaw,19,0,1.0
2013,54,hanusoft,19,2,0.9047619047619048
2014,54,the scripps research institute,19,0,1.0
2015,52,citi north,19,0,1.0
2013,33,cummins emission,19,0,1.0
2019,51,unity  sf,19,1,0.95
2014,54,sabre,19,0,1.0
2012,54,smartworks,19,0,1.0
2012,99,citygrid media,19,0,1.0
2016,54,sandia,19,0,1.0
2016,54,happiest minds  private,19,0,1.0
2016,54,cloud big,19,0,1.0
2017,33,whirool,19,5,0.7916666666666666
2017,61,miami univ,19,1,0.95
2017,61,the univ of texas at dallas,19,0,1.0
2019,54,xavient,19,2,0.9047619047619048
2017,54,cigniti,19,0,1.0
2013,54,mentor graphics,19,0,1.0
2019,61,texas am health science ctr,19,0,1.0
2016,54,comscore,19,0,1.0
2012,54,logical paradigm,19,2,0.9047619047619048
2016,61,brandeis univ,19,1,0.95
2019,54,petuum,19,0,1.0
2018,62,quest diagnostics,19,0,1.0
2013,54,orange cube,19,1,0.95
2019,54,sy,19,20,0.48717948717948717
2017,61,medical college of wisconsin,19,0,1.0
2017,54,nexus,19,18,0.5135135135135135
2013,54,client    cnsi,19,0,1.0
2013,54,savon,19,1,0.95
2014,32,kvk,19,2,0.9047619047619048
2013,54,merck sharp  dohme,19,0,1.0
2014,54,lex nimble,19,1,0.95
2013,54,saksoft,19,0,1.0
2019,54,aspect,19,22,0.4634146341463415
2013,54,alfa,19,2,0.9047619047619048
2014,54,telkite,19,2,0.9047619047619048
2016,52,the prudential insuranceof ame,19,0,1.0
2019,54,astrixware,19,0,1.0
2017,51,yapstone s,19,1,0.95
2016,54,xavient,19,4,0.8260869565217391
2016,52,ubs,19,0,1.0
2013,54,beta,19,30,0.3877551020408163
2016,33,samsung austin semiconductor,19,0,1.0
2019,52,hsbc bank na,19,4,0.8260869565217391
2018,54,stv,19,0,1.0
2012,61,brandeis univ,19,0,1.0
2013,54,numbers only,19,1,0.95
2015,54,the alliance for sustainable energ,19,0,1.0
2017,54,deloitte  touche,19,9,0.6785714285714286
2012,21,exxon mobil,19,0,1.0
2014,33,lam research,19,0,1.0
2019,51,ccc,19,2,0.9047619047619048
2012,54,rearden commerce,19,1,0.95
2012,32,vistaprint,19,1,0.95
2014,54,logic planet cs,19,7,0.7307692307692307
2017,33,karma automotive,19,1,0.95
2016,54,halliburton energy,19,1,0.95
2017,54,soft,19,3,0.8636363636363636
2019,61,savannah college of art and design,19,1,0.95
2018,52,merrill lynch,19,5,0.7916666666666666
2014,54,arcus  dba kat  syss,19,13,0.59375
2014,54,tabner,19,7,0.7307692307692307
2019,54,cogent,19,10,0.6551724137931034
2019,54,4 serv,19,1,0.95
2018,54,expedent,19,20,0.48717948717948717
2019,54,hs,19,11,0.6333333333333333
2018,54,the methodist hosp research inst,19,0,1.0
2016,54,droisys,19,1,0.95
2016,54,reva,19,5,0.7916666666666666
2016,61,gallupmckinley county public schs,19,1,0.95
2013,52,blackrock investment mgt,19,0,1.0
2012,54,successfactors,19,0,1.0
2016,61,the  of aama,19,0,1.0
2014,21,baker hughes,19,0,1.0
2017,54,cedent,19,5,0.7916666666666666
2015,54,novelty,19,0,1.0
2016,54,baanyanware,19,2,0.9047619047619048
2017,56,moodys analytics,19,0,1.0
2012,54,cyberbest,19,2,0.9047619047619048
2016,54,prabhav,19,0,1.0
2015,56,kelly,19,1,0.95
2013,54,aruba,19,1,0.95
2013,48,mediterranean shippingusa,19,1,0.95
2018,54,premier,19,1,0.95
2014,54,sierra infosys,19,0,1.0
2016,54,horizonech,19,3,0.8636363636363636
2017,51,siemens plmware,19,0,1.0
2013,54,ntrust,19,4,0.8260869565217391
2013,54,novisys,19,0,1.0
2017,54,analysis,19,0,1.0
2015,54,youngsoft,19,0,1.0
2016,54,advantage,19,13,0.59375
2012,54,easpire,19,0,1.0
2016,61,univ of idaho,19,0,1.0
2013,44,rite aid,19,0,1.0
2012,21,national oilwell varco,19,0,1.0
2016,54,ez2,19,2,0.9047619047619048
2015,54,etouch,19,1,0.95
2018,54,utis,19,1,0.95
2012,54,clear thought,19,0,1.0
2012,61,univ of south florida,19,1,0.95
2013,52,bank of china,19,1,0.95
2015,52,inovant,18,0,1.0
2012,54,2,18,0,1.0
2019,61,east carolina,18,0,1.0
2019,54,p3 geeks,18,9,0.6666666666666666
2017,54,sandia,18,0,1.0
2013,32,eli lilly and,18,0,1.0
2018,33,te connectivity,18,2,0.9
2014,51,verizon,18,0,1.0
2012,54,gene,18,1,0.9473684210526315
2014,54,yoga,18,2,0.9
2015,54,object frontier,18,0,1.0
2019,54,intellipro,18,7,0.72
2012,54,g a s un,18,0,1.0
2016,54,city gurus,18,2,0.9
2013,54,sv,18,3,0.8571428571428571
2016,54,siemens energy,18,0,1.0
2015,52,sg  securities,18,0,1.0
2016,51,ansys,18,0,1.0
2013,54,conch,18,0,1.0
2014,56,mgmt hlth   dba medpro,18,1,0.9473684210526315
2012,54,clairvoyant no,18,0,1.0
2015,52,mufg union bank na,18,0,1.0
2019,54,cyberthink,18,5,0.782608695652174
2017,54,softova,18,2,0.9
2019,54,callisonrtkl,18,0,1.0
2012,52,trans life insurance co,18,0,1.0
2016,54,okta,18,0,1.0
2018,52,new york life insurance,18,2,0.9
2017,54,saama,18,0,1.0
2015,54,miracleware,18,0,1.0
2019,23,california department of transp,18,0,1.0
2013,54,maq l l c dba maqware,18,0,1.0
2017,54,nosoft engrg  fka impact en,18,0,1.0
2018,61,research fdn of the city univ of n,18,2,0.9
2017,54,concur,18,0,1.0
2014,54,lucid,18,6,0.75
2012,61,univ of ma amherst,18,0,1.0
2015,52,east west bank,18,1,0.9473684210526315
2017,31,kerry,18,0,1.0
2017,54,life sdba thermo fisher,18,0,1.0
2014,62,univ of ala health  fdn uahsf,18,0,1.0
2016,33,caterpillar,18,0,1.0
2012,54,allied telesis,18,0,1.0
2015,33,hgst,18,0,1.0
2018,54,m arthur gensler jr  assoc  db,18,0,1.0
2019,62,gandara mental health center,18,2,0.9
2013,54,sr professionals l p,18,0,1.0
2013,56,nyc healthcare staffing,18,8,0.6923076923076923
2015,54,everest,18,0,1.0
2018,54,ops,18,3,0.8571428571428571
2018,54,vensoft,18,22,0.45
2013,54,unitedware asso,18,2,0.9
2018,61,washington state univ,18,0,1.0
2017,33,omnivision,18,0,1.0
2012,54,berdon,18,2,0.9
2014,54,life,18,1,0.9473684210526315
2015,21,bp,18,0,1.0
2018,54,sparta   dba kpit,18,10,0.6428571428571429
2016,54,cyberthink,18,2,0.9
2016,54,tavant,18,2,0.9
2015,51,sprint,18,0,1.0
2013,54,vulcan,18,0,1.0
2014,54,axtria,18,2,0.9
2014,54,bechtel oil gas and chemicals,18,1,0.9473684210526315
2013,54,n bureau of shipping abs,18,0,1.0
2018,54,monsanto,18,0,1.0
2019,61,the ohio,18,0,1.0
2018,61,wright center for graduate medical,18,1,0.9473684210526315
2014,54,nip,18,0,1.0
2018,54,brookhaven national oratory,18,4,0.8181818181818182
2018,54,denken,18,12,0.6
2012,54,idhasoft,18,0,1.0
2012,54,lionbridge,18,0,1.0
2014,33,xilinx,18,0,1.0
2015,54,rocket fuel,18,0,1.0
2015,54,connvertex,18,0,1.0
2014,54,droisys,18,2,0.9
2017,33,motorola,18,1,0.9473684210526315
2019,54,frontage oratories,18,0,1.0
2015,54,gallop,18,1,0.9473684210526315
2019,23,turner construction,18,1,0.9473684210526315
2012,54,neelinfo,18,0,1.0
2014,52,barclays capital,18,0,1.0
2013,54,the nielsen,18,0,1.0
2017,54,ibsware,18,1,0.9473684210526315
2018,54,lexisnexis risk,18,0,1.0
2019,54,cloudera,18,0,1.0
2016,54,procure professionals,18,10,0.6428571428571429
2015,54,liquidhub,18,4,0.8181818181818182
2014,61,stanford univslac natl accelerato,18,0,1.0
2019,51,ixl learning,18,1,0.9473684210526315
2018,33,keysight,18,0,1.0
2018,54,majescoware,18,1,0.9473684210526315
2013,52,trans life insurance co,18,1,0.9473684210526315
2012,51,thomson reuters,18,0,1.0
2015,54,the methodist hospital research in,18,0,1.0
2012,61,drexel,18,0,1.0
2019,54,cloudwick,18,2,0.9
2017,52,bank of the west,18,0,1.0
2015,54,flatmind,18,1,0.9473684210526315
2013,54,varnar,18,5,0.782608695652174
2013,54,sri,18,2,0.9
2019,54,rbus  a red ventures co,18,0,1.0
2019,54,iri,18,3,0.8571428571428571
2014,54,yash creations,18,0,1.0
2016,54,computer,18,3,0.8571428571428571
2014,61,president  fellows of middlebury,18,0,1.0
2018,54,ncr,18,2,0.9
2012,62,thomas jefferson univ hospital,18,1,0.9473684210526315
2013,54,akvelon,18,1,0.9473684210526315
2019,54,guidance  assistance,18,0,1.0
2017,45,staples,18,1,0.9473684210526315
2018,54,protek,18,9,0.6666666666666666
2015,54,diligent,18,0,1.0
2016,52,bank of china,18,1,0.9473684210526315
2016,62,upmc presbyterian shadyside,18,1,0.9473684210526315
2019,62,rush univ medical center,18,0,1.0
2012,54,serviont  soulutions,18,0,1.0
2015,54,aerotek,18,0,1.0
2013,54,intelligence,18,0,1.0
2019,61,of california riverside,18,1,0.9473684210526315
2014,54,cerebra,18,5,0.782608695652174
2012,54,airwatch,18,1,0.9473684210526315
2013,54,eminence,18,5,0.782608695652174
2016,54,west,18,0,1.0
2013,51,pointers,18,1,0.9473684210526315
2017,61,embry riddle aeronautical univ,18,0,1.0
2016,54,a10,18,1,0.9473684210526315
2019,54,majescoware and,18,1,0.9473684210526315
2015,54,vigilant,18,0,1.0
2018,61,stanford slac national,18,0,1.0
2017,54,info keys,18,20,0.47368421052631576
2018,54,exa,18,0,1.0
2016,61,kent state,18,1,0.9473684210526315
2016,54,ispace,18,1,0.9473684210526315
2012,54,halcyon,18,0,1.0
2018,54,food  drug administrationhhs,18,0,1.0
2014,54,cavalier,18,0,1.0
2019,33,varian medical,18,2,0.9
2019,61,cornell  isso,18,0,1.0
2016,54,valsa,18,0,1.0
2014,54,matrix,18,2,0.9
2015,54,globaoint,18,1,0.9473684210526315
2014,61,oklahoma state univ,18,0,1.0
2014,52,sg  securities,18,0,1.0
2012,45,paypal,18,1,0.9473684210526315
2018,54,cigniti,18,41,0.3050847457627119
2015,54,talent,18,1,0.9473684210526315
2013,61,georgia southern,18,0,1.0
2012,54,swanktek,18,0,1.0
2014,54,lancesoft,18,1,0.9473684210526315
2018,45,pricelinecom,18,1,0.9473684210526315
2013,54,ariston tek,18,3,0.8571428571428571
2014,61,univ of central florida,18,0,1.0
2013,54,sivees,18,1,0.9473684210526315
2016,62,presbyterian healthcare,18,0,1.0
2016,51,pinterst,18,1,0.9473684210526315
2016,54,performance  ny,18,1,0.9473684210526315
2017,54,centers for disease control and pr,18,0,1.0
2013,33,cypress semiconductor,18,0,1.0
2012,61,univ of california santa barbara,18,0,1.0
2013,62,william beaumont hosp,18,0,1.0
2014,54,cignex matics,18,0,1.0
2017,54,cnet,18,3,0.8571428571428571
2017,61,massachusetts institute of,18,0,1.0
2015,54,genuineit,18,1,0.9473684210526315
2014,54,sanford burnham med research insti,18,0,1.0
2015,33,hermes microvision,18,0,1.0
2014,54,percept pharma,18,2,0.9
2012,61,of oregon,18,0,1.0
2018,33,here north,18,0,1.0
2016,54,cgg,18,0,1.0
2012,61,rensselaer polynic inst,18,0,1.0
2015,62,presence st joseph hosp chicago,18,0,1.0
2014,33,maxim integrated products,18,0,1.0
2017,33,qorvo,18,0,1.0
2017,54,proofpoint,18,0,1.0
2018,52,bank of china,18,7,0.72
2013,54,inocomp,18,0,1.0
2017,54,amadeus north,18,0,1.0
2018,54,rei,18,3,0.8571428571428571
2015,54,airysoft,18,3,0.8571428571428571
2013,54,fortinet,18,0,1.0
2012,62,marshfield clinic,18,0,1.0
2016,54,aim big  dba axiom   i,18,1,0.9473684210526315
2016,54,globaoint,18,6,0.75
2019,32,corning,18,0,1.0
2013,32,ppd development,18,0,1.0
2016,62,massachusetts general physicians o,18,1,0.9473684210526315
2012,33,super micro computer,18,0,1.0
2013,54,msx,18,0,1.0
2015,54,istream,18,1,0.9473684210526315
2013,22,abb,18,0,1.0
2019,54,fireeyes,18,1,0.9473684210526315
2014,54,zedventures,18,1,0.9473684210526315
2012,62,florida hospital,18,17,0.5142857142857142
2017,61,univ of n carolina at charlotte,18,0,1.0
2017,61,ohio,18,0,1.0
2012,54,priserve,18,1,0.9473684210526315
2014,54,fusion,18,9,0.6666666666666666
2017,54,latentview analytics,18,1,0.9473684210526315
2012,54,cornerstone research,18,0,1.0
2013,54,atlas,18,1,0.9473684210526315
2013,54,advent,18,0,1.0
2016,54,intl,18,0,1.0
2016,92,board of governors of the fed rese,18,0,1.0
2014,54,telnet,18,1,0.9473684210526315
2019,61,ebs healthcare,18,0,1.0
2013,54,suhas ahuja computer  in,18,1,0.9473684210526315
2014,61,of wyoming,18,0,1.0
2015,54,abridge,18,1,0.9473684210526315
2014,54,mejenta,18,0,1.0
2012,54,tera operations,18,0,1.0
2014,54,fair isaac,18,2,0.9
2015,62,eastern maine med ctr,18,0,1.0
2014,32,eli lilly and,18,0,1.0
2015,54,objectnet,18,1,0.9473684210526315
2013,54,health  management,18,0,1.0
2012,54,infobahnworld,18,0,1.0
2012,54,colorate,18,0,1.0
2016,54,ab star grp,18,2,0.9
2017,56,inegrated,18,3,0.8571428571428571
2013,61,dli defense language institute,18,1,0.9473684210526315
2017,33,cymer,18,0,1.0
2013,51,nokia siemens,18,0,1.0
2013,54,fusion plus,18,3,0.8571428571428571
2019,61,rochester institute of,18,0,1.0
2017,54,infosmart,18,6,0.75
2013,54,cold spring harbor oratory,18,0,1.0
2016,54,core,18,6,0.75
2014,61,dallas independent school district,18,1,0.9473684210526315
2016,51,netflix,18,1,0.9473684210526315
2016,54,riverbed,18,1,0.9473684210526315
2013,54,delasoft,18,0,1.0
2014,54,estrada,18,1,0.9473684210526315
2019,54,mitchellmartin,18,3,0.8571428571428571
2014,54,cold spring harbor oratory,18,0,1.0
2014,54,talent,18,0,1.0
2014,54,visionet,18,2,0.9
2014,54,sony   intl ll,18,0,1.0
2013,33,3m,18,0,1.0
2016,62,univ of ala health  fdn uahsf,18,1,0.9473684210526315
2017,54,litmus,18,3,0.8571428571428571
2018,54,miracleware,18,0,1.0
2015,54,infor,18,2,0.9
2019,54,okta,18,2,0.9
2019,48,mediterranean shippingusa,18,2,0.9
2019,54,danlaw,18,5,0.782608695652174
2017,54,ramps,18,0,1.0
2012,54,geeksoft,18,0,1.0
2013,32,abbvie,18,0,1.0
2018,54,millenniumware,18,6,0.75
2014,54,sys,18,2,0.9
2012,61,univ of louisville,18,0,1.0
2014,54,softsol,18,4,0.8181818181818182
2017,51,dropbox,18,0,1.0
2019,21,national oilwell varco,18,1,0.9473684210526315
2012,54,saven,18,2,0.9
2014,54,autodesk,18,0,1.0
2015,54,sai,18,5,0.782608695652174
2019,52,aqr capital management,18,1,0.9473684210526315
2018,54,express scripts  co,18,0,1.0
2019,54,synapse design automation,18,1,0.9473684210526315
2014,54,quality matrix,18,7,0.72
2019,54,siemens product lifecycle mgmt,18,0,1.0
2016,54,key,18,3,0.8571428571428571
2013,62,united methodist homes,18,0,1.0
2015,54,intelliswiftware,18,1,0.9473684210526315
2016,52,nationwide insurance,18,0,1.0
2019,54,emc,18,0,1.0
2012,54,intellect,18,0,1.0
2017,62,rush  medical center,18,1,0.9473684210526315
2018,54,maantic,18,1,0.9473684210526315
2017,62,devereux foundation,18,2,0.9
2013,33,gulfstream aerospace,18,0,1.0
2017,32,bristolmyers squibb,18,0,1.0
2014,48,fedex,18,0,1.0
2013,54,ecom,18,0,1.0
2012,33,harris,18,0,1.0
2015,54,nisum,18,1,0.9473684210526315
2016,61,utah state univ,18,0,1.0
2017,54,facebook,18,0,1.0
2018,61,ebs healthcare,18,0,1.0
2019,62,hirest educational centers,18,1,0.9473684210526315
2014,54,the henry m jackson fdn,18,1,0.9473684210526315
2016,54,avventis,18,3,0.8571428571428571
2012,54,sonataware na,18,0,1.0
2018,54,novision,18,11,0.6206896551724138
2019,54,indeed,18,0,1.0
2015,54,tek leaders,18,1,0.9473684210526315
2018,52,db,18,0,1.0
2019,61,tufts univ,18,1,0.9473684210526315
2013,54,a t kearney,18,1,0.9473684210526315
2019,54,ebix,18,7,0.72
2018,54,dechen,18,0,1.0
2013,54,the pripal,18,2,0.9
2012,54,openlogix,18,0,1.0
2019,54,apex analytix,18,8,0.6923076923076923
2014,54,auropro,18,2,0.9
2014,52,worldquant,18,1,0.9473684210526315
2015,54,bally gaming  dba bally s,18,0,1.0
2018,54,cgn,18,2,0.9
2015,54,riverbed,18,1,0.9473684210526315
2012,54,vak,18,1,0.9473684210526315
2015,33,klatencor,18,0,1.0
2014,54,t2m,18,0,1.0
2015,54,mantra telecom,18,0,1.0
2018,61,old dominion univ,18,1,0.9473684210526315
2012,54,spidersware,18,3,0.8571428571428571
2014,54,proserdba tekskills,18,1,0.9473684210526315
2012,54,enternet,18,2,0.9
2013,54,canvas,18,2,0.9
2012,61,south dakota state,18,0,1.0
2013,61,univ of medicine  dentistry of nj,18,0,1.0
2019,61,uni of texas at san antonio,18,0,1.0
2012,54,big sky,18,6,0.75
2013,54,info,18,0,1.0
2018,54,indotronix intl,18,6,0.75
2012,54,rocket fuel,18,0,1.0
2019,54,pivotalware,18,0,1.0
2018,54,prokarma,18,6,0.75
2015,33,ford motor,18,0,1.0
2015,31,kerry,18,0,1.0
2012,54,scandent,18,0,1.0
2012,54,rithware,18,2,0.9
2013,61,wake forest univ health sciences,18,0,1.0
2015,54,ca inst of jet propulsion,18,0,1.0
2012,52,hsbc securities,18,0,1.0
2013,61,the univ of vermont,18,1,0.9473684210526315
2014,54,sfo,18,0,1.0
2019,51,qualys,18,1,0.9473684210526315
2013,62,westchester county hlth care,18,0,1.0
2012,54,planetsoft s   (duns,18,0,1.0
2017,54,pyramid,18,6,0.75
2019,54,securonix,18,1,0.9473684210526315
2013,54,storm8,18,0,1.0
2015,54,ipolarity,18,4,0.8181818181818182
2018,44,lowes companies,18,0,1.0
2017,62,cedars sinai medical center,18,0,1.0
2017,54,piorion,18,3,0.8571428571428571
2013,54,logic,18,1,0.9473684210526315
2013,61,loyola univ chicago,18,0,1.0
2014,33,motorola,18,0,1.0
2015,33,dehi,18,0,1.0
2016,54,quadrant 4,18,3,0.8571428571428571
2014,54,orian engineers,18,4,0.8181818181818182
2012,32,eli lilly and co,18,0,1.0
2012,54,model n,18,0,1.0
2019,54,icf,18,6,0.75
2013,56,volt management,18,0,1.0
2017,54,object frontier,18,1,0.9473684210526315
2013,54,advansoft,18,6,0.75
2012,54,competent,18,0,1.0
2018,54,mercedes benz rsch dv n am,18,0,1.0
2016,51,acxiom,18,0,1.0
2019,54,simons foundation,18,1,0.9473684210526315
2019,54,coerry,18,4,0.8181818181818182
2018,54,revereit,18,1,0.9473684210526315
2012,62,saint barnabas hospital,18,0,1.0
2014,33,ingersoll rand,18,1,0.9473684210526315
2014,54,mirafra,18,3,0.8571428571428571
2014,61,the univ of kansas medical center,18,0,1.0
2019,54,first,18,8,0.6923076923076923
2017,54,getgo,18,0,1.0
2019,61,mcphs,18,0,1.0
2015,52,santander bank na,18,0,1.0
2013,54,saras,18,2,0.9
2012,54,united s research ctr a divisi,18,0,1.0
2018,61,univ of idaho,18,1,0.9473684210526315
2016,61,george mason univ,18,0,1.0
2013,51,thomson reuters,18,0,1.0
2013,52,barclays capital,18,0,1.0
2018,54,houzz,18,0,1.0
2016,51,logic,18,1,0.9473684210526315
2012,54,food and drug admin dhhs,18,0,1.0
2015,54,aha clinical,18,1,0.9473684210526315
2014,54,proswift,18,9,0.6666666666666666
2014,54,ikonware,18,1,0.9473684210526315
2019,51,amadeus north,18,4,0.8181818181818182
2015,54,thornton tomasetti,18,0,1.0
2019,61,the univ of tx medical branch,18,0,1.0
2012,33,deere,18,0,1.0
2012,33,dish  l l c,18,0,1.0
2016,54,ibsware,18,1,0.9473684210526315
2013,54,cougar,18,8,0.6923076923076923
2014,42,caremark,18,0,1.0
2016,54,nartal,18,1,0.9473684210526315
2014,54,vedware,18,4,0.8181818181818182
2013,54,trisync,18,5,0.782608695652174
2015,92,board of governors of the fed rese,18,0,1.0
2012,54,dow agrosciences,18,0,1.0
2014,54,decipherware,18,1,0.9473684210526315
2014,54,analysis,18,0,1.0
2016,52,bnp paribas,18,0,1.0
2014,54,c2s,18,4,0.8181818181818182
2015,54,aruba,18,0,1.0
2016,54,aditi  private,18,2,0.9
2017,52,msci,18,0,1.0
2015,54,serv,18,4,0.8181818181818182
2012,54,object,18,0,1.0
2015,54,cloudeeva,18,36,0.3333333333333333
2016,54,unicon pharma,18,3,0.8571428571428571
